,Zip Code,Date,Hour,Average PM25
2661,60617,7/22/17,9,90.28457746
2662,60617,7/22/17,8,89.33234174
2664,60637,7/22/17,9,52.30472946
2666,60637,7/22/17,18,53.17380653
2667,60617,7/22/17,9,90.28457746
2669,60617,7/24/17,7,82.51332754
2671,60617,7/24/17,9,76.24415952
2672,60617,7/24/17,8,78.36957727
2673,60617,7/24/17,10,45.24766667
2677,60637,7/24/17,18,46.74046529
2680,60617,7/24/17,7,82.51332754
2682,60617,7/24/17,9,76.24415952
2683,60617,7/24/17,8,78.36957727
2684,60617,7/24/17,10,45.24766667
2688,60637,7/24/17,18,46.74046529
2690,60617,7/25/17,7,57.78482402
2691,60608,7/25/17,17,51.78357561
2697,60617,7/25/17,9,95.98865526
2706,60617,7/25/17,8,92.98729741
2725,60617,7/25/17,7,57.78482402
2726,60608,7/25/17,17,51.78357561
2732,60617,7/25/17,9,95.98865526
2741,60617,7/25/17,8,92.98729741
2781,60608,7/26/17,17,69.80735507
2787,60617,7/26/17,9,79.44609815
2788,60608,7/26/17,16,56.79229304
2795,60617,7/26/17,8,83.01134255
2820,60608,7/26/17,17,69.80735507
2826,60617,7/26/17,9,79.44609815
2827,60608,7/26/17,16,56.79229304
2834,60617,7/26/17,8,83.01134255
2837,60610,7/27/17,21,50.238553
2839,60608,7/27/17,8,56.86299319
2843,60610,7/27/17,19,51.28809206
2844,60608,7/27/17,16,86.63044668
2847,60610,7/27/17,22,53.22348099
2856,60610,7/27/17,18,47.93919617
2867,60617,7/27/17,8,173.8371545
2881,60610,7/27/17,20,49.11596899
2887,60617,7/27/17,7,486.86
2889,60610,7/27/17,21,50.238553
2891,60608,7/27/17,8,56.86299319
2895,60610,7/27/17,19,51.28809206
2896,60608,7/27/17,16,86.63044668
2899,60610,7/27/17,22,53.22348099
2908,60610,7/27/17,18,47.93919617
2919,60617,7/27/17,8,173.8371545
2933,60610,7/27/17,20,49.11596899
2939,60617,7/27/17,7,486.86
2944,60610,7/28/17,19,49.41354167
2960,60608,7/28/17,7,57.59544416
2964,60617,7/28/17,7,78.05607501
2965,60617,7/28/17,8,80.33576739
2972,60617,7/28/17,9,84.24999588
3000,60610,7/28/17,19,49.41354167
3016,60608,7/28/17,7,57.59544416
3020,60617,7/28/17,7,78.05607501
3021,60617,7/28/17,8,80.33576739
3028,60617,7/28/17,9,84.24999588
3052,60610,7/29/17,10,44.24938272
3054,60608,7/29/17,11,44.5703
3061,60610,7/29/17,14,46.08319933
3085,60610,7/29/17,10,44.24938272
3087,60608,7/29/17,11,44.5703
3094,60610,7/29/17,14,46.08319933
3117,60637,7/31/17,18,50.22006853
3120,60637,7/31/17,18,50.22006853
3125,60608,8/1/17,10,54.48398982
3126,60637,8/1/17,10,50.23580474
3133,60608,8/1/17,11,56.37448358
3135,60608,8/1/17,16,56.84049413
3166,60608,8/1/17,10,54.48398982
3167,60637,8/1/17,10,50.23580474
3174,60608,8/1/17,11,56.37448358
3176,60608,8/1/17,16,56.84049413
3309,60610,8/7/17,17,59.19506583
3319,60608,8/8/17,17,51.86594455
3323,60608,8/8/17,17,51.86594455
3327,60610,8/9/17,19,46.21191149
3328,60608,8/9/17,11,53.02275049
3331,60637,8/9/17,18,51.00142584
3339,60610,8/9/17,16,48.98412332
3346,60610,8/9/17,18,45.62301282
3347,60610,8/9/17,17,49.78087392
3356,60610,8/9/17,14,49.91760903
3358,60610,8/9/17,19,46.21191149
3359,60608,8/9/17,11,53.02275049
3362,60637,8/9/17,18,51.00142584
3370,60610,8/9/17,16,48.98412332
3377,60610,8/9/17,18,45.62301282
3378,60610,8/9/17,17,49.78087392
3387,60610,8/9/17,14,49.91760903
3435,60637,8/14/17,18,51.78891185
3440,60637,8/14/17,18,51.78891185
3442,60637,8/15/17,10,52.35804878
3443,60637,8/15/17,18,48.05365559
3445,60637,8/15/17,11,50.55814433
3447,60637,8/15/17,10,52.35804878
3448,60637,8/15/17,18,48.05365559
3450,60637,8/15/17,11,50.55814433
3526,60610,8/17/17,18,63.16284357
3537,60610,8/17/17,18,63.16284357
3545,60608,8/18/17,17,59.56528442
3546,60608,8/18/17,17,59.56528442
3547,60608,8/18/17,17,59.56528442
3554,60608,8/18/17,15,62.03369571
3560,60608,8/18/17,18,58.30949835
3587,60608,8/18/17,8,58.21146859
3599,60608,8/18/17,9,56.77529295
3607,60608,8/18/17,17,59.56528442
3614,60608,8/18/17,15,62.03369571
3620,60608,8/18/17,18,58.30949835
3647,60608,8/18/17,8,58.21146859
3659,60608,8/18/17,9,56.77529295
3672,60608,8/19/17,9,64.46575074
3675,60608,8/19/17,18,58.13195518
3678,60608,8/19/17,19,56.28982377
3683,60608,8/19/17,9,64.46575074
3686,60608,8/19/17,18,58.13195518
3689,60608,8/19/17,19,56.28982377
3695,60608,8/21/17,17,64.20399571
3700,60608,8/21/17,17,64.20399571
3702,60608,8/22/17,8,59.41678002
3703,60608,8/22/17,19,52.07004328
3704,60608,8/22/17,18,55.63798148
3706,60608,8/22/17,9,59.64307382
3715,60608,8/22/17,8,59.41678002
3716,60608,8/22/17,19,52.07004328
3717,60608,8/22/17,18,55.63798148
3719,60608,8/22/17,9,59.64307382
3729,60608,8/23/17,19,45.47055923
3734,60608,8/23/17,9,57.70241602
3737,60608,8/23/17,18,59.370723700000006
3744,60608,8/23/17,19,45.47055923
3749,60608,8/23/17,9,57.70241602
3752,60608,8/23/17,18,59.370723700000006
3762,60608,8/24/17,9,60.10334899
3764,60608,8/24/17,10,59.10577972
3773,60608,8/24/17,9,60.10334899
3775,60608,8/24/17,10,59.10577972
3788,60608,8/25/17,9,59.29949122
3799,60608,8/25/17,9,59.29949122
3811,60608,8/29/17,18,60.57672041
3812,60608,8/29/17,10,60.54399002
3814,60608,8/29/17,9,66.66928137
3819,60637,8/29/17,10,57.07047213
3820,60637,8/29/17,12,59.08629462
3824,60608,8/29/17,19,59.61878084
3830,60608,8/29/17,18,60.57672041
3831,60608,8/29/17,10,60.54399002
3833,60608,8/29/17,9,66.66928137
3838,60637,8/29/17,10,57.07047213
3839,60637,8/29/17,12,59.08629462
3843,60608,8/29/17,19,59.61878084
3848,60608,8/30/17,9,67.27576914
3853,60608,8/30/17,17,59.67184429
3869,60608,8/30/17,10,63.82565448
3879,60608,8/30/17,9,67.27576914
3884,60608,8/30/17,17,59.67184429
3900,60608,8/30/17,10,63.82565448
3922,60608,8/31/17,9,62.06364053
3937,60608,8/31/17,17,67.05099465
3941,60608,8/31/17,18,66.68009489
3942,60637,8/31/17,18,52.88990536
3958,60608,8/31/17,9,62.06364053
3973,60608,8/31/17,17,67.05099465
3977,60608,8/31/17,18,66.68009489
3979,60637,9/1/17,18,42.39129078
3982,60637,9/1/17,18,42.39129078
3985,60608,9/2/17,17,54.07797944
3986,60608,9/2/17,10,53.03820246
3991,60608,9/2/17,17,54.07797944
3992,60608,9/2/17,10,53.03820246
3996,60608,9/5/17,12,48.65500433
3997,60608,9/5/17,15,39.29981584
4003,60608,9/5/17,11,46.41470483
4007,60608,9/5/17,12,48.65500433
4008,60608,9/5/17,15,39.29981584
4014,60608,9/5/17,11,46.41470483
4018,60637,9/6/17,10,41.16137225
4028,60637,9/6/17,18,41.08360559
4031,60637,9/6/17,10,41.16137225
4041,60637,9/6/17,18,41.08360559
4046,60608,9/7/17,18,53.35201078
4051,60608,9/7/17,18,53.35201078
4056,60608,9/8/17,9,58.49736455
4068,60608,9/8/17,9,58.49736455
4082,60608,9/9/17,16,55.95775572
4087,60608,9/9/17,15,59.33324166
4092,60608,9/9/17,16,55.95775572
4097,60608,9/9/17,15,59.33324166
4135,60608,9/12/17,18,55.0105218
4147,60608,9/12/17,18,55.0105218
4177,60637,9/14/17,9,52.20189189
4183,60637,9/14/17,10,52.31144781
4189,60637,9/14/17,18,48.81631502
4193,60637,9/14/17,9,52.20189189
4199,60637,9/14/17,10,52.31144781
4205,60637,9/14/17,18,48.81631502
4214,60637,9/15/17,9,52.91355383
4215,60608,9/15/17,15,58.89026679999999
4229,60608,9/15/17,9,54.23028085
4232,60637,9/15/17,10,51.53126056
4241,60637,9/15/17,9,52.91355383
4242,60608,9/15/17,15,58.89026679999999
4256,60608,9/15/17,9,54.23028085
4259,60637,9/15/17,10,51.53126056
4262,60637,9/16/17,11,57.93146119
4264,60637,9/16/17,9,76.19449007
4265,60608,9/16/17,17,58.87036
4266,60637,9/16/17,10,71.90694355
4270,60608,9/16/17,9,59.35674815
4273,60637,9/16/17,11,57.93146119
4275,60637,9/16/17,9,76.19449007
4276,60608,9/16/17,17,58.87036
4277,60637,9/16/17,10,71.90694355
4281,60608,9/16/17,9,59.35674815
4290,60637,9/18/17,18,46.82836175
4301,60637,9/18/17,18,46.82836175
4304,60608,9/19/17,9,70.48229583
4312,60608,9/19/17,18,64.1406601
4315,60608,9/19/17,9,70.48229583
4323,60608,9/19/17,18,64.1406601
4349,60637,9/20/17,18,51.44417415
4378,60637,9/20/17,18,51.44417415
4398,60637,9/21/17,18,55.30243271
4420,60637,9/21/17,18,55.30243271
4446,60608,9/22/17,16,49.86005587
4451,60608,9/22/17,14,59.55031329
4458,60637,9/22/17,18,52.52662381
4460,60608,9/22/17,9,64.73249943
4481,60608,9/22/17,16,49.86005587
4486,60608,9/22/17,14,59.55031329
4493,60637,9/22/17,18,52.52662381
4495,60608,9/22/17,9,64.73249943
4504,60608,9/23/17,9,65.02453087
4510,60608,9/23/17,9,65.02453087
4548,60608,9/26/17,9,60.72449986
4554,60608,9/26/17,21,50.93220571
4558,60608,9/26/17,18,57.84221817
4566,60608,9/26/17,19,58.41143038
4582,60608,9/26/17,9,60.72449986
4588,60608,9/26/17,21,50.93220571
4592,60608,9/26/17,18,57.84221817
4600,60608,9/26/17,19,58.41143038
4747,60610,10/5/17,22,44.18490566
4793,60610,10/5/17,22,44.18490566
4806,60608,10/11/17,14,48.47612536
4814,60608,10/11/17,16,50.92032258
4823,60608,10/11/17,14,48.47612536
4831,60608,10/11/17,16,50.92032258
5068,60608,12/5/17,21,42.24603333
5069,60608,12/5/17,21,42.24603333
5176,60610,3/10/18,15,51.45314084
5186,60610,3/10/18,15,51.45314084
5228,60617,3/19/18,9,33.59021714
5232,60617,3/19/18,10,33.14746576
5239,60617,3/19/18,9,33.59021714
5243,60617,3/19/18,10,33.14746576
5252,60617,3/20/18,10,21.471999999999998
5257,60617,3/20/18,9,19.11506793
5265,60617,3/20/18,10,21.471999999999998
5270,60617,3/20/18,9,19.11506793
5277,60617,3/21/18,9,24.74918436
5280,60617,3/21/18,8,18.45998425
5287,60617,3/21/18,9,24.74918436
5290,60617,3/21/18,8,18.45998425
5297,60617,3/22/18,9,31.09596128
5306,60617,3/22/18,9,31.09596128
5314,60617,3/23/18,11,30.03380729
5319,60617,3/23/18,9,29.06823491
5320,60617,3/23/18,10,29.04471978
5324,60617,3/23/18,11,30.03380729
5329,60617,3/23/18,9,29.06823491
5330,60617,3/23/18,10,29.04471978
5354,60617,3/28/18,16,41.6262373
5359,60617,3/28/18,16,41.6262373
5363,60617,3/29/18,8,54.50472216
5365,60617,3/29/18,8,54.50472216
5382,60617,4/9/18,6,77.52278235
5388,60617,4/9/18,6,77.52278235
5390,60617,4/10/18,14,33.85482521
5394,60617,4/10/18,14,33.85482521
5405,60617,4/11/18,14,45.24633885
5415,60617,4/11/18,14,45.24633885
5417,60617,4/12/18,14,40.94793644
5418,60617,4/12/18,14,40.94793644
5419,60617,4/12/18,14,40.94793644
5420,60617,4/12/18,14,40.94793644
5474,60617,4/20/18,13,38.25483881
5481,60617,4/20/18,13,38.25483881
5483,60617,4/23/18,10,36.3052875
5487,60617,4/23/18,11,36.74523714
5491,60617,4/23/18,10,36.3052875
5495,60617,4/23/18,11,36.74523714
5498,60617,4/24/18,14,40.62208598
5499,60617,4/24/18,15,40.26895256
5500,60617,4/24/18,13,54.9031
5501,60617,4/24/18,14,40.62208598
5502,60617,4/24/18,15,40.26895256
5503,60617,4/24/18,13,54.9031
5530,60617,4/25/18,13,61.827225
5536,60617,4/25/18,14,39.31985643
5564,60617,4/25/18,13,61.827225
5570,60617,4/25/18,14,39.31985643
5572,60617,4/26/18,15,35.07201054
5573,60617,4/26/18,14,37.17270325
5574,60617,4/26/18,15,35.07201054
5575,60617,4/26/18,14,37.17270325
5604,60610,5/2/18,16,45.05446303
5609,60617,5/2/18,9,43.02271605
5610,60617,5/2/18,10,51.07798399
5616,60610,5/2/18,16,45.05446303
5621,60617,5/2/18,9,43.02271605
5622,60617,5/2/18,10,51.07798399
5657,60644,5/7/18,17,45.98270642
5658,60644,5/7/18,7,42.12388393
5676,60644,5/7/18,17,45.98270642
5677,60644,5/7/18,7,42.12388393
5704,60644,5/8/18,7,42.48864454
5711,60644,5/8/18,17,42.62548611
5724,60644,5/8/18,7,42.48864454
5731,60644,5/8/18,17,42.62548611
5739,60644,5/9/18,7,40.65940837
5748,60644,5/9/18,17,44.1428849
5757,60644,5/9/18,7,40.65940837
5766,60644,5/9/18,17,44.1428849
5779,60644,5/10/18,7,45.15890228
5783,60644,5/10/18,18,43.07330435
5804,60644,5/10/18,7,45.15890228
5808,60644,5/10/18,18,43.07330435
5824,60644,5/11/18,7,43.23546625
5827,60644,5/11/18,8,42.98333333
5835,60644,5/11/18,7,43.23546625
5838,60644,5/11/18,8,42.98333333
5850,60610,5/15/18,18,40.32712121
5856,60644,5/15/18,20,39.10945887
5864,60644,5/15/18,7,48.72981818
5868,60610,5/15/18,18,40.32712121
5874,60644,5/15/18,20,39.10945887
5882,60644,5/15/18,7,48.72981818
5891,60644,5/16/18,17,43.26726872
5903,60644,5/16/18,7,43.89086257
5916,60644,5/16/18,17,43.26726872
5928,60644,5/16/18,7,43.89086257
5935,60644,5/17/18,7,47.874728999999995
5947,60644,5/17/18,7,47.874728999999995
6031,60608,6/7/18,16,59.86734179
6032,60608,6/7/18,16,59.86734179
6033,60608,6/8/18,8,49.96331922
6034,60608,6/8/18,8,49.96331922
6099,60644,6/16/18,12,46.48239673
6101,60644,6/16/18,13,45.72039187
6102,60644,6/16/18,14,50.09490458
6103,60644,6/16/18,15,51.5259685
6104,60644,6/16/18,11,45.98977941
6105,60644,6/16/18,12,46.48239673
6107,60644,6/16/18,13,45.72039187
6108,60644,6/16/18,14,50.09490458
6109,60644,6/16/18,15,51.5259685
6110,60644,6/16/18,11,45.98977941
6117,60608,6/19/18,9,44.58779542
6120,60608,6/19/18,11,37.61281347
6121,60608,6/19/18,10,40.31115256
6132,60608,6/19/18,9,44.58779542
6135,60608,6/19/18,11,37.61281347
6136,60608,6/19/18,10,40.31115256
6149,60608,6/20/18,13,41.50232558
6155,60608,6/20/18,13,41.50232558
6166,60610,6/25/18,19,50.06217204
6176,60610,6/25/18,19,50.06217204
6286,60637,7/2/18,14,46.26298592
6292,60637,7/2/18,14,46.26298592
6300,60610,7/3/18,12,40.10271437
6314,60610,7/3/18,11,52.41507937
6328,60610,7/3/18,12,40.10271437
6342,60610,7/3/18,11,52.41507937
6356,60637,7/5/18,13,55.73842105
6358,60637,7/5/18,11,55.40991958
6359,60637,7/5/18,10,55.39480123
6362,60637,7/5/18,13,55.73842105
6364,60637,7/5/18,11,55.40991958
6365,60637,7/5/18,10,55.39480123
6374,60637,7/9/18,9,46.22600884
6375,60644,7/9/18,9,46.49482635
6376,60637,7/9/18,11,45.49255211
6378,60644,7/9/18,10,45.89481328
6379,60637,7/9/18,10,45.89289351
6386,60637,7/9/18,9,46.22600884
6387,60644,7/9/18,9,46.49482635
6388,60637,7/9/18,11,45.49255211
6390,60644,7/9/18,10,45.89481328
6391,60637,7/9/18,10,45.89289351
6398,60619,7/10/18,9,48.24860344
6403,60644,7/10/18,11,49.00375451
6409,60637,7/10/18,9,50.49323529
6411,60637,7/10/18,10,49.02189498
6413,60619,7/10/18,10,50.24494721
6428,60619,7/10/18,9,48.24860344
6433,60644,7/10/18,11,49.00375451
6439,60637,7/10/18,9,50.49323529
6441,60637,7/10/18,10,49.02189498
6443,60619,7/10/18,10,50.24494721
6458,60644,7/11/18,9,48.24837746
6461,60644,7/11/18,11,48.00181897
6462,60644,7/11/18,10,46.58588589
6463,60637,7/11/18,11,50.73488631
6466,60637,7/11/18,10,50.76990765
6471,60644,7/11/18,9,48.24837746
6474,60644,7/11/18,11,48.00181897
6475,60644,7/11/18,10,46.58588589
6476,60637,7/11/18,11,50.73488631
6479,60637,7/11/18,10,50.76990765
6482,60644,7/12/18,10,50.67453649
6483,60644,7/12/18,11,51.911698
6485,60637,7/12/18,9,50.21635811
6486,60644,7/12/18,9,50.49545296
6489,60637,7/12/18,10,51.42221691
6493,60637,7/12/18,11,50.84418624
6495,60619,7/12/18,9,49.6929085
6498,60644,7/12/18,10,50.67453649
6499,60644,7/12/18,11,51.911698
6501,60637,7/12/18,9,50.21635811
6502,60644,7/12/18,9,50.49545296
6505,60637,7/12/18,10,51.42221691
6509,60637,7/12/18,11,50.84418624
6511,60619,7/12/18,9,49.6929085
6525,60637,7/16/18,11,53.95341632
6526,60644,7/16/18,11,50.20668233
6528,60637,7/16/18,10,55.76172424
6540,60637,7/16/18,11,53.95341632
6541,60644,7/16/18,11,50.20668233
6543,60637,7/16/18,10,55.76172424
6555,60644,7/17/18,9,45.93320794
6563,60644,7/17/18,9,45.93320794
6568,60637,7/18/18,11,43.31145128
6573,60644,7/18/18,9,57.38345571
6575,60637,7/18/18,9,44.1899408
6577,60644,7/18/18,12,62.82028984
6579,60637,7/18/18,10,42.77344595
6582,60619,7/18/18,11,43.77686292
6583,60644,7/18/18,10,42.93890525
6584,60619,7/18/18,10,43.71242573
6585,60637,7/18/18,12,42.39033068
6591,60637,7/18/18,11,43.31145128
6596,60644,7/18/18,9,57.38345571
6598,60637,7/18/18,9,44.1899408
6600,60644,7/18/18,12,62.82028984
6602,60637,7/18/18,10,42.77344595
6605,60619,7/18/18,11,43.77686292
6606,60644,7/18/18,10,42.93890525
6607,60619,7/18/18,10,43.71242573
6608,60637,7/18/18,12,42.39033068
6612,60608,7/19/18,9,35.15644062
6613,60608,7/19/18,9,35.15644062
6614,60608,7/19/18,9,35.15644062
6616,60619,7/19/18,10,46.09244425
6617,60644,7/19/18,9,49.11196181
6618,60637,7/19/18,10,46.08018016
6622,60608,7/19/18,12,33.15248763
6625,60608,7/19/18,15,34.27092619
6629,60637,7/19/18,12,45.83675886
6631,60608,7/19/18,14,32.74162826
6633,60608,7/19/18,10,36.91398927
6635,60608,7/19/18,13,33.94498344
6639,60619,7/19/18,11,49.10868981
6647,60644,7/19/18,10,48.72431373
6649,60608,7/19/18,11,36.62514223
6650,60644,7/19/18,11,45.55316689
6652,60608,7/19/18,9,35.15644062
6654,60619,7/19/18,10,46.09244425
6655,60644,7/19/18,9,49.11196181
6656,60637,7/19/18,10,46.08018016
6660,60608,7/19/18,12,33.15248763
6663,60608,7/19/18,15,34.27092619
6667,60637,7/19/18,12,45.83675886
6669,60608,7/19/18,14,32.74162826
6671,60608,7/19/18,10,36.91398927
6673,60608,7/19/18,13,33.94498344
6677,60619,7/19/18,11,49.10868981
6685,60644,7/19/18,10,48.72431373
6687,60608,7/19/18,11,36.62514223
6688,60644,7/19/18,11,45.55316689
6702,60619,7/23/18,9,50.4914544
6703,60619,7/23/18,9,50.4914544
6704,60619,7/23/18,9,50.4914544
6709,60637,7/23/18,10,52.71953823
6710,60644,7/23/18,10,53.39425613
6712,60608,7/23/18,10,52.00869411
6713,60637,7/23/18,11,51.93748654
6715,60644,7/23/18,9,49.87161616
6718,60619,7/23/18,10,50.35998016
6722,60608,7/23/18,11,53.90811471
6724,60619,7/23/18,9,50.4914544
6729,60637,7/23/18,10,52.71953823
6730,60644,7/23/18,10,53.39425613
6732,60608,7/23/18,10,52.00869411
6733,60637,7/23/18,11,51.93748654
6735,60644,7/23/18,9,49.87161616
6738,60619,7/23/18,10,50.35998016
6742,60608,7/23/18,11,53.90811471
6754,60637,7/24/18,11,50.07112262
6758,60637,7/24/18,10,50.27572768
6769,60608,7/24/18,10,50.71944139
6789,60637,7/24/18,11,50.07112262
6793,60637,7/24/18,10,50.27572768
6804,60608,7/24/18,10,50.71944139
6818,60637,7/25/18,9,48.84523114
6822,60608,7/25/18,9,46.89599593
6824,60637,7/25/18,10,46.74094595
6828,60644,7/25/18,10,44.32417406
6829,60644,7/25/18,9,47.05070059
6845,60637,7/25/18,9,48.84523114
6849,60608,7/25/18,9,46.89599593
6851,60637,7/25/18,10,46.74094595
6855,60644,7/25/18,10,44.32417406
6856,60644,7/25/18,9,47.05070059
6871,60644,7/26/18,9,43.84807824
6879,60644,7/26/18,10,43.96848485
6887,60644,7/26/18,9,43.84807824
6895,60644,7/26/18,10,43.96848485
6906,60644,7/30/18,11,45.83217869
6918,60644,7/30/18,13,45.10306128
6919,60608,7/30/18,11,48.06424484
6921,60608,7/30/18,10,48.16196154
6922,60644,7/30/18,10,45.35166851
6923,60644,7/30/18,12,47.14283333
6927,60644,7/30/18,11,45.83217869
6939,60644,7/30/18,13,45.10306128
6940,60608,7/30/18,11,48.06424484
6942,60608,7/30/18,10,48.16196154
6943,60644,7/30/18,10,45.35166851
6944,60644,7/30/18,12,47.14283333
6973,60637,7/31/18,11,43.51957576
6976,60644,7/31/18,12,47.24856197
6980,60608,7/31/18,17,44.15497835
6991,60637,7/31/18,9,43.12339357
7014,60637,7/31/18,11,43.51957576
7017,60644,7/31/18,12,47.24856197
7021,60608,7/31/18,17,44.15497835
7032,60637,7/31/18,9,43.12339357
7034,60608,8/1/18,9,37.46556886
7036,60608,8/1/18,15,69.64650168
7042,60608,8/1/18,14,50.7233621
7044,60608,8/1/18,12,46.39186224
7049,60608,8/1/18,13,58.32313781
7051,60608,8/1/18,9,37.46556886
7053,60608,8/1/18,15,69.64650168
7059,60608,8/1/18,14,50.7233621
7061,60608,8/1/18,12,46.39186224
7066,60608,8/1/18,13,58.32313781
7082,60608,8/2/18,17,37.0727101
7098,60608,8/2/18,17,37.0727101
7101,60608,8/3/18,9,39.83488372
7102,60608,8/3/18,8,41.44493554
7106,60608,8/3/18,9,39.83488372
7107,60608,8/3/18,8,41.44493554
7114,60637,8/7/18,13,55.66848039
7122,60637,8/7/18,14,42.89777132
7130,60637,8/7/18,13,55.66848039
7138,60637,8/7/18,14,42.89777132
7156,60637,8/9/18,11,48.1031
7169,60637,8/9/18,11,48.1031
7177,60617,8/14/18,16,50.10072741
7179,60617,8/14/18,16,50.10072741
7180,60617,8/15/18,9,57.46882757
7181,60617,8/15/18,10,57.76762157
7182,60617,8/15/18,9,57.46882757
7183,60617,8/15/18,10,57.76762157
7188,60644,8/23/18,12,32.63506626
7192,60644,8/23/18,12,32.63506626
7202,60644,1/9/19,12,24.07403599
7205,60644,1/9/19,12,24.07403599
